league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ENG-Premier League,1920,Burnley,James Tarkowski,ENG,DF,26.0,3420,38.0,Aerial Defender,Ball-Playing Centre-Back,10.1,89.9,33.3,23.2,63.43858144553776,76.49351715082882,58.07132306393754,37.782558463467126,72.8151157065485,39.715657311669126,99.15066469719349,28.637370753323488,65.00151540819938,High,availability_index_role,99.15066469719349,Rol explicado principalmente por: Availability P99 · Ball Progression P58 · Passing Security P38
ENG-Premier League,1920,Burnley,Jay Rodriguez,ENG,FW,30.0,2016,22.4,Box Finisher,Creator Forward,16.0,84.0,68.0,51.9,45.76434186633442,43.45810150059012,66.30175590721873,42.61335529125705,68.65199797673242,46.965098634294385,76.85887708649469,52.010622154779966,55.360440151139734,High,availability_index_role,76.85887708649469,Rol explicado principalmente por: Availability P77 · Finishing P46 · Chance Creation P43
ENG-Premier League,1920,Burnley,Jeff Hendrick,IRL,MF,27.0,1931,21.5,Attacking Progressor,Creative Playmaker,5.6,94.4,40.6,35.0,67.57422244364805,60.735447798737454,51.47355359081744,26.31406863742318,45.656894679695974,64.99728555917481,63.87201735357918,32.456616052060745,52.62196535641695,High,finishing_index_role,67.57422244364805,Rol explicado principalmente por: Chance Creation P61 · Ball Progression P51 · Passing Volume P46
ENG-Premier League,1920,Burnley,Josh Brownhill,ENG,MF,23.0,805,8.9,,,,,,,35.23257030676613,26.660752296435657,28.331006669768886,36.31618802554308,33.78574013753167,29.12595005428882,35.477223427331886,55.58568329718004,,No role assigned,discipline_risk_index,55.58568329718004,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Jóhann Berg Guðmundsson,ISL,MF,28.0,621,6.9,,,,,,,67.94904628260196,70.47156675645908,36.99395067473243,14.385282495929076,27.651103872602246,73.65635179153094,31.724511930585685,70.7700650759219,,No role assigned,crossing_width_index,73.65635179153094,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Kevin Long,IRL,DF,28.0,564,6.3,,,,,,,37.02332802181188,15.13211882488101,11.584722515298584,27.489713559819524,18.297636632200888,30.67762186115214,22.69571639586411,73.07976366322009,,No role assigned,discipline_risk_index,73.07976366322009,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Matthew Lowton,ENG,DF,30.0,1530,17.0,Aggressive Defender,Aerial Defender,10.7,89.3,39.8,29.1,27.24064645426388,70.65895289676678,63.220088626292466,23.814305502020876,46.92885278188084,64.24483013293943,49.903988183161,56.29615952732644,45.64612743715811,High,chance_creation_index,70.65895289676678,Rol explicado principalmente por: Ball Progression P63 · Availability P50 · Passing Security P24
ENG-Premier League,1920,Burnley,Matěj Vydra,CZE,FW,27.0,819,9.1,,,,,,,51.498510644706016,44.74793458101501,29.872100585302405,31.744914334996466,33.05513404147698,38.998482549317146,43.247344461305005,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Max Thompson,ENG,FW,17.0,3,0.0,,,,,,,28.558421851289836,14.162873039959536,7.305441144591372,1.289833080424886,3.0854830551340413,32.113050075872536,4.871016691957512,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Nick Pope,ENG,GK,27.0,3420,38.0,,,,,,,50.4375,71.14583333333333,63.236607142857146,45.693164498637145,67.421875,50.0390625,93.78125,44.296875,,No role assigned,availability_index_role,93.78125,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Burnley,Phil Bardsley,SCO,DF,34.0,1890,21.0,Aggressive Defender,Aerial Defender,11.3,88.7,38.5,27.3,32.19112922417457,73.79780075496473,67.86241823169443,22.849687419587642,54.17897587395371,61.29062038404727,59.84490398818316,34.398079763663226,50.185669879821745,High,chance_creation_index,73.79780075496473,Rol explicado principalmente por: Ball Progression P68 · Availability P60 · Passing Security P23
ENG-Premier League,1920,Burnley,Robbie Brady,IRL,MF,27.0,454,5.0,,,,,,,69.1598703782227,53.806602691915636,32.47246781448736,9.719314919046449,23.317046688382195,48.819218241042336,30.49891540130152,61.46963123644252,,No role assigned,finishing_index_role,69.1598703782227,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Andreas Christensen,DEN,DF,23.0,1751,19.5,Ball-Playing Centre-Back,Aerial Defender,7.0,93.0,54.8,47.8,34.99514659546989,48.801903824060396,55.18041780966448,84.10008930145511,72.59970457902511,30.67762186115214,57.55539143279172,38.01698670605613,67.3589007807341,High,passing_security_index,84.10008930145511,Rol explicado principalmente por: Passing Security P84 · Passing Volume P73 · Availability P58
ENG-Premier League,1920,Chelsea,Antonio Rüdiger,GER,DF,26.0,1710,19.0,Ball-Playing Centre-Back,Ball-Playing Centre-Back,4.0,96.0,47.0,43.0,75.538795275587,42.778598391596915,63.44165435745938,77.14600226446572,79.60979812900048,49.20605612998523,55.33973412112259,49.40915805022156,68.88429721801205,High,passing_volume_index,79.60979812900048,Rol explicado principalmente por: Passing Volume P80 · Passing Security P77 · Ball Progression P63
ENG-Premier League,1920,Chelsea,Armando Broja,ALB,FW,17.0,5,0.1,,,,,,,28.558421851289836,14.162873039959536,8.681985692607848,50.25608182906315,5.058168942842691,32.113050075872536,7.010622154779969,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Billy Gilmour,SCO,MF,18.0,194,2.2,,,,,,,26.55769968787838,34.60786790801098,22.35923685435086,64.95881279787825,25.343829171190734,27.55157437567861,19.772234273318873,70.7700650759219,,No role assigned,discipline_risk_index,70.7700650759219,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Callum Hudson-Odoi,ENG,"FW,MF",18.0,863,9.6,,,,,,,34.18890396333297,76.75371223758322,64.41737985516787,68.92319263479827,64.99615975422428,83.92857142857142,45.691244239631345,52.93778801843318,,No role assigned,crossing_width_index,83.92857142857142,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Christian Pulisic,USA,FW,20.0,1722,19.1,Creator Forward,Creator Forward,2.9,97.1,29.1,26.1,64.36599812294499,83.24903051761929,84.06676783004552,68.32362814205011,83.48507840161862,74.08952959028832,65.00758725341427,66.42640364188165,77.22726549020327,High,ball_progression_index,84.06676783004552,Rol explicado principalmente por: Ball Progression P84 · Chance Creation P83 · Finishing P64
ENG-Premier League,1920,Chelsea,César Azpilicueta,ESP,DF,29.0,3229,35.9,Aggressive Defender,Ball-Playing Centre-Back,5.7,94.3,51.3,45.6,56.50427676534937,95.1788938125718,96.42329605401984,60.86176649596643,96.03028064992613,70.94719350073856,95.04431314623339,64.198670605613,84.10979189873989,High,ball_progression_index,96.42329605401984,Rol explicado principalmente por: Ball Progression P96 · Availability P95 · Passing Security P61
ENG-Premier League,1920,Chelsea,Emerson Palmieri,ITA,DF,24.0,1024,11.4,Aggressive Defender,Ball-Playing Centre-Back,11.8,88.2,69.1,57.3,48.09721408601348,60.19612670277368,55.148765562354924,48.8389163347044,50.073855243722306,87.98005908419498,37.85819793205317,49.40915805022156,47.2819599430375,High,crossing_width_index,87.98005908419498,Rol explicado principalmente por: Ball Progression P55 · Passing Security P49 · Availability P38
ENG-Premier League,1920,Chelsea,Faustino Anjorin,ENG,FW,17.0,20,0.2,,,,,,,22.121435987540934,14.162873039959536,15.3587686971602,63.42796071265491,12.87303995953465,32.113050075872536,9.802731411229136,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Fikayo Tomori,ENG,DF,21.0,1291,14.3,Aerial Defender,Aerial Defender,2.4,97.6,41.0,38.6,66.96904906540892,43.886427047431475,51.223886895969606,71.99362718737756,66.6728212703102,47.27658788774003,43.96602658788775,49.40915805022156,55.727846890411634,High,passing_security_index,71.99362718737756,Rol explicado principalmente por: Passing Security P72 · Ball Progression P51 · Availability P44
ENG-Premier League,1920,Chelsea,Jorginho,ITA,MF,27.0,2379,26.4,Ball Winner,Creative Playmaker,22.7,77.3,69.2,46.6,69.48297792641642,75.01314332150844,85.16364200403288,84.73820126524272,96.58885269634455,43.797502714440824,77.23427331887201,29.175704989154013,82.37870552938254,High,passing_volume_index,96.58885269634455,Rol explicado principalmente por: Ball Progression P85 · Passing Security P85 · Availability P77
ENG-Premier League,1920,Chelsea,Kepa Arrizabalaga,ESP,GK,24.0,2970,33.0,,,,,,,50.4375,41.354166666666664,44.419642857142854,75.91202939059387,79.81770833333333,50.0390625,70.5,62.5,,No role assigned,passing_volume_index,79.81770833333333,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Kurt Zouma,FRA,DF,24.0,2344,26.0,Aerial Defender,Aerial Defender,2.3,97.7,41.5,39.2,36.22330198695799,32.41424585590021,64.34374340578181,82.5553687169046,92.14057114721811,30.67762186115214,72.87296898079762,34.398079763663226,73.25736036782801,High,passing_volume_index,92.14057114721811,Rol explicado principalmente por: Passing Security P83 · Availability P73 · Ball Progression P64
ENG-Premier League,1920,Chelsea,Marcos Alonso,ESP,DF,28.0,1430,15.9,Aggressive Defender,Ball-Playing Centre-Back,5.0,95.0,47.8,42.8,84.51360190218887,92.55703266043,72.10381937117536,50.35077966269686,62.29689807976366,79.31129985228951,47.87296898079764,43.38995568685377,56.77585600488995,High,chance_creation_index,92.55703266043,Rol explicado principalmente por: Ball Progression P72 · Passing Security P50 · Availability P48
ENG-Premier League,1920,Chelsea,Mason Mount,ENG,"MF,FW",20.0,2867,31.9,Creative Playmaker,Attacking Progressor,17.1,82.9,77.1,60.0,63.52291646855266,81.3935443823712,90.32322426177176,70.94993093262333,91.10800744878956,87.98882681564247,94.66480446927373,39.31564245810056,80.8888998589221,High,availability_index_role,94.66480446927373,Rol explicado principalmente por: Ball Progression P90 · Chance Creation P81 · Passing Security P71
ENG-Premier League,1920,Chelsea,Mateo Kovačić,CRO,MF,25.0,2073,23.0,Ball Winner,Ball Winner,2.2,97.8,20.2,17.9,48.91490592048993,73.81628181381707,86.97068403908794,86.95995416503872,92.26384364820846,42.49457111834961,70.46637744034709,32.456616052060745,81.46567188149125,High,passing_volume_index,92.26384364820846,Rol explicado principalmente por: Ball Progression P87 · Passing Security P87 · Availability P70
ENG-Premier League,1920,Chelsea,Michy Batshuayi,BEL,FW,25.0,239,2.7,,,,,,,54.66648592382725,43.651997976732424,21.20095382614351,48.1154016426676,27.819929185634795,32.113050075872536,28.968133535660094,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,N'Golo Kanté,FRA,MF,28.0,1732,19.2,Ball Winner,Ball Winner,5.0,95.0,62.0,57.0,77.90899245549087,63.19538829910026,77.90445168295332,66.30659474644825,69.36301121968876,59.89413680781759,59.14316702819956,45.66160520607376,67.78473781920037,High,finishing_index_role,77.90899245549087,Rol explicado principalmente por: Ball Progression P78 · Passing Security P66 · Availability P59
ENG-Premier League,1920,Chelsea,Olivier Giroud,FRA,FW,32.0,993,11.0,Box Finisher,Box Finisher,2.0,98.0,26.9,24.9,85.00336459277634,44.43601416287304,37.69781053544331,36.83079152113047,51.7071320182094,37.38619119878604,48.83156297420334,52.010622154779966,59.42364724328424,High,finishing_index_role,85.00336459277634,Rol explicado principalmente por: Finishing P85 · Availability P49 · Chance Creation P44
ENG-Premier League,1920,Chelsea,Pedro,ESP,"FW,MF",32.0,661,7.3,,,,,,,43.438763496922206,54.659498207885306,53.30809743252139,61.273126104328355,51.286482334869426,48.185483870967744,36.22119815668203,52.93778801843318,,No role assigned,passing_security_index,61.273126104328355,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Reece James,ENG,DF,19.0,1515,16.8,Aggressive Defender,Ball-Playing Centre-Back,4.1,95.9,48.9,44.8,29.252343143610062,91.82258329230264,77.29478792994303,59.000985949888126,69.5162481536189,94.45162481536188,52.88035450516986,64.198670605613,63.05870946166701,High,crossing_width_index,94.45162481536188,Rol explicado principalmente por: Ball Progression P77 · Passing Security P59 · Availability P53
ENG-Premier League,1920,Chelsea,Ross Barkley,ENG,MF,25.0,1103,12.3,Creative Playmaker,Creative Playmaker,9.0,91.0,33.6,24.5,51.03235396254032,81.29268911685334,62.73460524274857,71.52913444383535,50.271444082519,57.817589576547235,46.22559652928417,70.7700650759219,71.85214293447909,High,chance_creation_index,81.29268911685334,Rol explicado principalmente por: Chance Creation P81 · Passing Security P72 · Ball Progression P63
ENG-Premier League,1920,Chelsea,Ruben Loftus-Cheek,ENG,"MF,FW",23.0,208,2.3,,,,,,,39.18919737139536,40.114835505896956,21.288906624102157,69.36746219711699,22.16014897579143,19.273743016759774,15.94972067039106,68.50558659217876,,No role assigned,passing_security_index,69.36746219711699,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Tammy Abraham,ENG,FW,21.0,2215,24.6,Box Finisher,Creator Forward,10.7,89.3,46.8,36.0,67.04160930143229,65.91637160681165,64.37242575330588,49.864749886905635,62.582195245321195,54.343702579666164,80.53110773899847,44.044006069802734,71.1630295490808,High,availability_index_role,80.53110773899847,Rol explicado principalmente por: Availability P81 · Finishing P67 · Chance Creation P66
ENG-Premier League,1920,Chelsea,Tariq Lamptey,GHA,DF,18.0,32,0.4,,,,,,,34.63810930576071,29.30001641227638,10.371386368432159,31.274783872247564,3.2188577055637615,37.23227474150664,3.8183161004431314,73.07976366322009,,No role assigned,discipline_risk_index,73.07976366322009,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Chelsea,Willian,BRA,"FW,MF",30.0,2600,28.9,Creative Playmaker,Ball Winner,5.6,94.4,35.4,29.8,54.60082996649985,92.38351254480285,97.84397630019748,78.1165949898229,99.34715821812595,97.52304147465438,91.45161290322582,33.6405529953917,89.44802794494107,High,passing_volume_index,99.34715821812595,Rol explicado principalmente por: Ball Progression P98 · Chance Creation P92 · Passing Security P78
ENG-Premier League,1920,Chelsea,Willy Caballero,ARG,GK,37.0,450,5.0,,,,,,,50.4375,41.354166666666664,36.07142857142857,60.97380116461459,31.484375,50.0390625,29.75,62.5,,No role assigned,discipline_risk_index,62.5,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1920,Crystal Palace,Andros Townsend,ENG,"FW,MF",28.0,1294,14.4,Attacking Progressor,Attacking Progressor,6.5,93.5,31.9,25.4,38.77328659009846,55.542754736303124,65.0757077024358,44.88785689482146,62.94162826420891,72.81105990783409,57.64976958525345,67.28110599078342,61.18669690098261,High,crossing_width_index,72.81105990783409,Rol explicado principalmente por: Ball Progression P65 · Passing Volume P63 · Chance Creation P56
