player_name_fbref,season,league,club,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,inefficiency_score,matching_confidence
Ibrahim Cissoko,2022-2023,Eredivisie,NEC Nijmegen,ATT,20.2,859,2500000.0,1189374.919266438,-1310625.080733562,-0.742862840684861,1.0
Eliesse Ben Seghir,2022-2023,Ligue 1,Monaco,ATT,18.4,1052,18000000.0,8508390.986839559,-9491609.013160441,-0.749318906414322,1.0
Aaron Ramsey,2023-2024,Premier League,Burnley,MID,21.3,527,15000000.0,7069289.113557103,-7930710.886442897,-0.7522902759582273,1.0
Yunus Musah,2021-2022,LaLiga,Valencia,MID,19.5,1259,15000000.0,7048237.136281791,-7951762.863718209,-0.7552726671373797,1.0
Mees Hilgers,2022-2023,Eredivisie,Twente,DEF,22.1,2037,4500000.0,2114240.380300996,-2385759.619699004,-0.7553818070409246,1.0
Tomás Tavares,2020-2021,Liga Portugal,Farense,MID,20.2,1552,5500000.0,2581337.17254562,-2918662.82745438,-0.7564405436352164,1.0
Hugo Ekitike,2022-2023,Ligue 1,Paris Saint-Germain,ATT,21.0,1155,20000000.0,9371655.218551842,-10628344.781448158,-0.7580425420452634,1.0
Luca Pellegrini,2020-2021,Serie A,Genoa,DEF,22.2,639,9000000.0,4213253.523746809,-4786746.476253191,-0.7589894196137212,1.0
Jonathan David,2021-2022,Ligue 1,Lille,ATT,22.4,2804,45000000.0,21016892.15202879,-23983107.84797121,-0.7613359872018464,1.0
Strahinja Pavlović,2021-2022,Ligue 1,Monaco,DEF,21.0,451,5000000.0,2332809.283191342,-2667190.716808658,-0.76236467018966,1.0
Abner,2022-2023,LaLiga,Real Betis,DEF,23.0,607,7000000.0,3263881.991680162,-3736118.008319838,-0.7629928671167967,1.0
Hugo Larsson,2023-2024,Bundesliga,Eintracht Frankfurt,MID,19.9,1886,28000000.0,13045605.96623459,-14954394.03376541,-0.7637531406734546,1.0
Moussa Sylla,2020-2021,Eredivisie,Utrecht,ATT,21.5,656,1600000.0,745306.9075476017,-854693.0924523983,-0.763962818239337,1.0
William Saliba,2022-2023,Premier League,Arsenal,DEF,22.2,2415,65000000.0,30261428.607507374,-34738571.39249262,-0.7645133515623463,1.0
Arnau Tenas,2023-2024,Ligue 1,Paris Saint-Germain,GK,23.0,529,5000000.0,2327740.4617388737,-2672259.5382611263,-0.7645398742872374,1.0
Samuel Chukwueze,2020-2021,LaLiga,Villarreal,ATT,22.1,1365,20000000.0,9256898.747311665,-10743101.252688335,-0.7703631894879379,1.0
Ivan Ilić,2022-2023,Serie A,Torino,MID,22.2,1177,19000000.0,8791178.980095193,-10208821.019904807,-0.7706901490352855,1.0
Jeanuël Belocian,2022-2023,Ligue 1,Rennes,DEF,18.4,506,7000000.0,3231577.279471607,-3768422.720528393,-0.7729398091932111,1.0
Rasmus Højlund,2022-2023,Serie A,Atalanta,ATT,20.4,1834,45000000.0,20759465.737933803,-24240534.262066197,-0.7736601669707532,1.0
Giorgio Scalvini,2023-2024,Serie A,Atalanta,DEF,20.5,2544,45000000.0,20740011.634072673,-24259988.365927327,-0.7745977260205592,1.0
Elye Wahi,2023-2024,Ligue 1,Lens,ATT,21.4,1692,35000000.0,16125924.423746003,-18874075.576253995,-0.7749198718463965,1.0
Jude Bellingham,2023-2024,LaLiga,Real Madrid,MID,20.9,2315,180000000.0,82561302.98938133,-97438697.01061867,-0.7794157669488762,1.0
Ander Barrenetxea,2023-2024,LaLiga,Real Sociedad,ATT,22.4,1427,20000000.0,9165709.991730753,-10834290.008269247,-0.7802629275343946,1.0
Joško Gvardiol,2023-2024,Premier League,Manchester City,DEF,22.3,2328,75000000.0,34359547.10940638,-40640452.89059362,-0.7806081972578092,1.0
Abde Ezzalzouli,2023-2024,LaLiga,Real Betis,ATT,22.5,865,9000000.0,4091546.3270682828,-4908453.672931718,-0.7883016036560608,1.0
Kai Havertz,2021-2022,Premier League,Chelsea,ATT,23.0,1809,70000000.0,31812766.50345827,-38187233.49654173,-0.788627570454782,1.0
Mattéo Guendouzi,2020-2021,Bundesliga,Hertha BSC,MID,22.2,1818,20000000.0,9084980.79890814,-10915019.20109186,-0.7891096852019643,1.0
Kylian Mbappé,2020-2021,Ligue 1,Paris Saint-Germain,ATT,22.4,2380,160000000.0,72645086.96481624,-87354913.03518376,-0.7895880535907764,1.0
Jude Bellingham,2021-2022,Bundesliga,Dortmund,MID,18.9,2790,80000000.0,36321229.61967261,-43678770.38032739,-0.789624226346664,1.0
Amin Sarr,2022-2023,Ligue 1,Lyon,ATT,22.3,537,8000000.0,3619022.597962972,-4380977.402037028,-0.7932375528615854,1.0
Anthony Elanga,2022-2023,Premier League,Manchester Utd,ATT,21.1,426,18000000.0,8120135.929495724,-9879864.070504276,-0.7960248637770118,1.0
Kamaldeen Sulemana,2021-2022,Ligue 1,Rennes,ATT,20.3,1015,18000000.0,8112249.94911981,-9887750.05088019,-0.7969964992538046,1.0
Ahmed Kutucu,2020-2021,Eredivisie,Heracles Almelo,ATT,21.2,400,1700000.0,762495.7424302795,-937504.2575697205,-0.8017866052763232,1.0
Moise Kean,2020-2021,Ligue 1,Paris Saint-Germain,ATT,21.2,1698,35000000.0,15688174.655409994,-19311825.34459001,-0.8024408395995906,1.0
Mathias Kjølø,2023-2024,Eredivisie,Twente,MID,22.9,2235,5000000.0,2241161.953856314,-2758838.046143686,-0.8024434516605989,1.0
Myron Boadu,2021-2022,Ligue 1,Monaco,ATT,21.4,960,14000000.0,6263242.832619953,-7736757.167380047,-0.8043592542513771,1.0
Caleb Okoli,2022-2023,Serie A,Atalanta,DEF,21.9,960,10000000.0,4465682.77330019,-5534317.22669981,-0.8061629736035965,1.0
Moise Kean,2021-2022,Serie A,Juventus,ATT,22.3,1098,24000000.0,10636420.441452807,-13363579.558547193,-0.8137698277134113,1.0
Henrique Araújo,2023-2024,Liga Portugal,Famalicão,ATT,22.4,680,2500000.0,1105774.0524317373,-1394225.9475682627,-0.815745142201779,1.0
Abel Ruiz,2021-2022,Liga Portugal,Braga,ATT,22.3,1384,7000000.0,3080374.0771639636,-3919625.9228360364,-0.8208591058200607,1.0
Igor Paixão,2022-2023,Eredivisie,Feyenoord,ATT,23.0,1261,10000000.0,4397604.686950378,-5602395.313049622,-0.8215250896329618,1.0
Samuel Chukwueze,2021-2022,LaLiga,Villarreal,ATT,23.0,1333,20000000.0,8793109.550978044,-11206890.449021956,-0.8217638643494816,1.0
Levi Colwill,2023-2024,Premier League,Chelsea,DEF,21.2,1797,50000000.0,21860349.62784346,-28139650.37215654,-0.8273485288532427,1.0
Pierre Kalulu,2022-2023,Serie A,Milan,DEF,23.0,2548,30000000.0,13097114.19255336,-16902885.80744664,-0.8288054663673776,1.0
Mason Greenwood,2021-2022,Premier League,Manchester Utd,ATT,20.2,1271,50000000.0,21808587.872914277,-28191412.127085723,-0.8297191740822392,1.0
Taylor Booth,2022-2023,Eredivisie,Utrecht,ATT,22.1,1553,5000000.0,2177919.498772752,-2822080.501227248,-0.8310678496841177,1.0
Désiré Doué,2023-2024,Ligue 1,Rennes,ATT,19.0,1626,30000000.0,13057354.410555422,-16942645.589444578,-0.8318458502673032,1.0
Bamo Meïté,2023-2024,Ligue 1,Marseille,DEF,22.5,638,6000000.0,2610509.0347046303,-3389490.9652953697,-0.8322142344559289,1.0
Nico Williams,2021-2022,LaLiga,Athletic Club,ATT,19.9,1337,12000000.0,5194871.757761805,-6805128.242238195,-0.8372347112466461,1.0
Malick Fofana,2023-2024,Ligue 1,Lyon,ATT,19.2,559,15000000.0,6487965.738409856,-8512034.261590144,-0.8381011650660106,1.0
Nicola Zalewski,2023-2024,Serie A,Roma,MID,22.4,968,12000000.0,5160654.297958884,-6839345.702041116,-0.8438432764031987,1.0
Luis Henrique,2023-2024,Ligue 1,Marseille,MID,22.5,784,8000000.0,3439254.1059297216,-4560745.894070279,-0.8441869234770731,1.0
Tommaso Baldanzi,2023-2024,Serie A,Empoli,MID,21.2,745,15000000.0,6441559.661446742,-8558440.338553257,-0.8452795068531636,1.0
Piero Hincapié,2022-2023,Bundesliga,Leverkusen,DEF,21.4,2457,35000000.0,15000297.107785363,-19999702.892214637,-0.8472780533976731,1.0
Timothy Weah,2020-2021,Ligue 1,Lille,MID,21.3,878,12000000.0,5142621.879741645,-6857378.120258355,-0.8473436070393578,1.0
Georginio Rutter,2022-2023,Bundesliga,Hoffenheim,ATT,21.2,1009,18000000.0,7691327.791095717,-10308672.208904283,-0.8502783246416001,1.0
Ilaix Moriba,2020-2021,LaLiga,Barcelona,MID,18.4,542,25000000.0,10679826.681292167,-14320173.318707833,-0.8505192198112645,1.0
Osame Sahraoui,2022-2023,Eredivisie,Heerenveen,ATT,22.0,1114,5000000.0,2135335.8686838713,-2864664.1313161287,-0.8508139625835085,1.0
Curtis Jones,2021-2022,Premier League,Liverpool,MID,21.4,851,28000000.0,11887207.483659627,-16112792.516340373,-0.8567416896592732,1.0
Odilon Kossounou,2021-2022,Bundesliga,Leverkusen,DEF,21.4,1793,20000000.0,8465158.853977343,-11534841.146022657,-0.8597734921700919,1.0
Mauro Júnior,2020-2021,Eredivisie,PSV,DEF,22.0,1010,3500000.0,1472578.798833428,-2027421.201166572,-0.8657478197445663,1.0
Rico Lewis,2023-2024,Premier League,Manchester City,DEF,19.5,809,38000000.0,15983388.049920307,-22016611.950079694,-0.8660362237182291,1.0
Fabian Rieder,2023-2024,Ligue 1,Rennes,MID,22.3,365,8000000.0,3362895.260900605,-4637104.7390993945,-0.8666392539500869,1.0
Boubacar Kamara,2021-2022,Ligue 1,Marseille,MID,22.5,2778,25000000.0,10504852.98477219,-14495147.01522781,-0.8670384854552502,1.0
Kristjan Asllani,2023-2024,Serie A,Inter,MID,22.2,787,18000000.0,7546542.69719314,-10453457.30280686,-0.8692822204145969,1.0
Tyler Adams,2020-2021,Bundesliga,RB Leipzig,MID,22.3,1850,20000000.0,8353321.909404761,-11646678.090595238,-0.8730729803443271,1.0
Chrislain Matsima,2020-2021,Ligue 1,Monaco,DEF,19.1,352,6000000.0,2499495.550575657,-3500504.449424343,-0.8756705374839147,1.0
Julen Agirrezabala,2021-2022,LaLiga,Athletic Club,GK,21.5,360,5000000.0,2081094.1853781547,-2918905.8146218453,-0.8765441063744444,1.0
Mohamed Simakan,2021-2022,Bundesliga,RB Leipzig,DEF,22.1,2009,22000000.0,9135334.683997273,-12864665.316002727,-0.8788926266518899,1.0
Dan-Axel Zagadou,2021-2022,Bundesliga,Dortmund,DEF,23.0,952,9000000.0,3735766.146814951,-5264233.853185048,-0.8792716534643539,1.0
Donyell Malen,2020-2021,Eredivisie,PSV,ATT,22.4,2444,30000000.0,12405661.664814694,-17594338.335185304,-0.8830444273826217,1.0
Yann Gboho,2021-2022,Eredivisie,Vitesse,ATT,21.4,958,2500000.0,1031391.797130704,-1468608.202869296,-0.885381582411739,1.0
Radu Drăgușin,2023-2024,Serie A,Genoa,DEF,22.3,1710,25000000.0,10265001.16001089,-14734998.83998911,-0.8901356613908931,1.0
Johan Bakayoko,2022-2023,Eredivisie,PSV,ATT,20.2,1373,10000000.0,4090831.428166408,-5909168.571833592,-0.8938368604282889,1.0
Fábio Silva,2021-2022,Premier League,Wolves,ATT,19.9,572,15000000.0,6089354.460093258,-8910645.539906742,-0.9015081249834864,1.0
Beñat Turrientes,2023-2024,LaLiga,Real Sociedad,MID,22.3,1687,20000000.0,8109099.036205184,-11890900.963794816,-0.9027455045442867,1.0
Kenneth Taylor,2023-2024,Eredivisie,Ajax,MID,22.0,2758,15000000.0,6080632.446020386,-8919367.553979613,-0.9029414898068779,1.0
Dušan Vlahović,2021-2022,Serie A,Fiorentina,ATT,22.4,1857,85000000.0,34403476.14444202,-50596523.85555798,-0.9044936465057205,1.0
Francisco Conceição,2021-2022,Liga Portugal,Porto,ATT,19.5,491,8000000.0,3218951.4141472667,-4781048.585852733,-0.9103858829386233,1.0
Ângelo,2023-2024,Ligue 1,Strasbourg,ATT,19.4,1094,15000000.0,6020818.8433879,-8979181.1566121,-0.9128269305351004,1.0
Victor Osimhen,2020-2021,Serie A,Napoli,ATT,22.4,1573,50000000.0,19842858.550701477,-30157141.449298523,-0.9241788337734853,1.0
Nicolò Rovella,2023-2024,Serie A,Lazio,MID,22.5,1318,18000000.0,7115549.354600746,-10884450.645399254,-0.9280893185688548,1.0
Sofiane Diop,2022-2023,Ligue 1,Nice,ATT,23.0,1228,15000000.0,5912011.841020629,-9087988.158979371,-0.9310640145793183,1.0
Devyne Rensch,2022-2023,Eredivisie,Ajax,DEF,20.4,2029,8000000.0,3139962.7794592823,-4860037.220540717,-0.9352305955053168,1.0
Calvin Stengs,2020-2021,Eredivisie,AZ Alkmaar,MID,22.4,2605,14000000.0,5490803.924138838,-8509196.075861162,-0.9359826505449007,1.0
Devyne Rensch,2023-2024,Eredivisie,Ajax,DEF,21.4,2212,10000000.0,3914328.9480219055,-6085671.0519780945,-0.9379411836012466,1.0
Sandro Tonali,2021-2022,Serie A,Milan,MID,22.1,2600,50000000.0,19524270.225556716,-30475729.774443284,-0.9403646868128597,1.0
Junior Dina Ebimbe,2021-2022,Ligue 1,Paris Saint-Germain,MID,21.5,316,5000000.0,1948245.5049628408,-3051754.495037159,-0.9425086859130705,1.0
Noni Madueke,2020-2021,Eredivisie,PSV,ATT,19.2,967,16000000.0,6211242.977617722,-9788757.022382278,-0.9462276888968546,1.0
Brandon Soppy,2020-2021,Ligue 1,Rennes,MID,19.3,559,7000000.0,2713857.88597891,-4286142.11402109,-0.9475389523228124,1.0
Odilon Kossounou,2022-2023,Bundesliga,Leverkusen,DEF,22.5,1523,18000000.0,6977538.660610788,-11022461.339389212,-0.9476755307292102,1.0
Rodrygo,2020-2021,LaLiga,Real Madrid,ATT,20.4,983,35000000.0,13567367.913186818,-21432632.08681318,-0.9476805701121123,1.0
Jean-Clair Todibo,2020-2021,Ligue 1,Nice,DEF,21.4,1330,12000000.0,4616721.470877774,-7383278.529122226,-0.9552218349449682,1.0
Dejan Kulusevski,2020-2021,Serie A,Juventus,MID,21.1,1923,40000000.0,15377842.537599988,-24622157.46240001,-0.9559517770153398,1.0
Pierre Kalulu,2021-2022,Serie A,Milan,DEF,22.0,1944,28000000.0,10744841.08289427,-17255158.91710573,-0.9577787700556897,1.0
Vanderson,2023-2024,Ligue 1,Monaco,DEF,23.0,1641,20000000.0,7660534.708241272,-12339465.291758727,-0.9596504869843336,1.0
Takefusa Kubo,2023-2024,LaLiga,Real Sociedad,ATT,23.0,2150,50000000.0,19146695.575454377,-30853304.424545623,-0.9598928594973444,1.0
Yunus Musah,2023-2024,Serie A,Milan,MID,21.5,1478,22000000.0,8397681.459206292,-13602318.540793708,-0.9630868023698405,1.0
Brian Brobbey,2023-2024,Eredivisie,Ajax,ATT,22.3,2405,35000000.0,13339368.499293495,-21660631.500706505,-0.9646283610060031,1.0
Yann Gboho,2020-2021,Ligue 1,Rennes,ATT,20.4,303,4500000.0,1714317.6444486605,-2785682.3555513397,-0.9650622702886622,1.0
William Saliba,2020-2021,Ligue 1,Nice,DEF,20.2,1800,18000000.0,6841182.131306008,-11158817.868693992,-0.9674112149801068,1.0
Álvaro Carreras,2023-2024,Liga Portugal,Benfica,DEF,21.2,567,7000000.0,2653836.401400879,-4346163.598599121,-0.9699038573207392,1.0
Amin Sarr,2022-2023,Eredivisie,Heerenveen,ATT,22.3,1634,8000000.0,3000885.991585614,-4999114.008414386,-0.9805339660846641,1.0
Eliot Matazo,2021-2022,Ligue 1,Monaco,MID,20.3,790,8000000.0,2994178.6529323813,-5005821.347067619,-0.9827715871445051,1.0
Manu Koné,2022-2023,Bundesliga,Gladbach,MID,22.1,2608,40000000.0,14896814.290232532,-25103185.70976747,-0.9877320700469525,1.0
Etienne Green,2021-2022,Ligue 1,Saint-Étienne,GK,21.9,1197,7000000.0,2592041.5904105026,-4407958.409589497,-0.9934643250109509,1.0
Matias Arezo,2023-2024,LaLiga,Granada,ATT,21.5,369,7000000.0,2587685.0039545586,-4412314.996045441,-0.9951464939068924,1.0
Jadon Sancho,2020-2021,Bundesliga,Dortmund,ATT,21.2,2062,100000000.0,36833362.988393344,-63166637.011606656,-0.9987661485839681,1.0
Jeremy Doku,2022-2023,Ligue 1,Rennes,ATT,21.1,1291,28000000.0,10297929.994112367,-17702070.005887635,-1.0002616065824839,1.0
Andreas Skov Olsen,2021-2022,Serie A,Bologna,ATT,22.4,747,12000000.0,4413099.900152048,-7586900.099847952,-1.0003292820609104,1.0
Orkun Kökçü,2021-2022,Eredivisie,Feyenoord,MID,21.4,2624,22000000.0,8088668.58749397,-13911331.412506029,-1.0005783109253343,1.0
Devyne Rensch,2020-2021,Eredivisie,Ajax,DEF,18.3,893,8000000.0,2939752.9993110807,-5060247.00068892,-1.0011159776983742,1.0
Matteo Lovato,2021-2022,Serie A,Atalanta,DEF,22.3,305,7000000.0,2559141.763808022,-4440858.236191979,-1.0062381952846788,1.0
Quentin Merlin,2023-2024,Ligue 1,Marseille,DEF,22.1,703,10000000.0,3645739.9025265463,-6354260.097473454,-1.0090257570423695,1.0
Aleksandar Pavlovic,2023-2024,Bundesliga,Bayern Munich,MID,20.1,1227,30000000.0,10910272.33028357,-19089727.669716433,-1.0114926205995083,1.0
Martín Zubimendi,2020-2021,LaLiga,Real Sociedad,MID,22.4,1882,20000000.0,7257496.781006436,-12742503.218993563,-1.0136973001777179,1.0
Gonçalo Ramos,2021-2022,Liga Portugal,Benfica,ATT,20.9,1609,14000000.0,5053640.768181715,-8946359.231818285,-1.018948401889018,1.0
Takefusa Kubo,2020-2021,LaLiga,Getafe,ATT,20.0,805,15000000.0,5387702.328082959,-9612297.67191704,-1.023931191280914,1.0
Jamal Musiala,2021-2022,Bundesliga,Bayern Munich,MID,19.3,1465,65000000.0,23079601.89863089,-41920398.10136911,-1.0354380771639917,1.0
Marcus Pedersen,2022-2023,Eredivisie,Feyenoord,DEF,22.9,2117,7000000.0,2467396.659675722,-4532603.340324278,-1.0427465381840442,1.0
Mika Godts,2023-2024,Eredivisie,Ajax,ATT,19.0,574,4000000.0,1408829.0133130364,-2591170.9866869636,-1.0435354887872332,1.0
Anthony Gordon,2022-2023,Premier League,Everton,ATT,22.3,1095,35000000.0,12257884.819167363,-22742115.18083264,-1.0491786728505588,1.0
Mohamed Simakan,2020-2021,Ligue 1,Strasbourg,DEF,21.1,1615,18000000.0,6302374.307802739,-11697625.692197261,-1.0494453212435388,1.0
Boubacar Kamara,2020-2021,Ligue 1,Marseille,MID,21.5,2894,37000000.0,12889496.398238199,-24110503.601761803,-1.0545051656388011,1.0
Nicolò Fagioli,2022-2023,Serie A,Juventus,MID,22.3,1520,35000000.0,12176862.736313831,-22823137.26368617,-1.05581040740109,1.0
Khéphren Thuram,2022-2023,Ligue 1,Nice,MID,22.3,2547,40000000.0,13903351.994287733,-26096648.005712267,-1.0567494923812575,1.0
Maxence Caqueret,2020-2021,Ligue 1,Lyon,MID,21.3,1761,17000000.0,5844113.676166685,-11155886.323833315,-1.0677783985830427,1.0
Daniel Bragança,2021-2022,Liga Portugal,Sporting CP,MID,23.0,779,7000000.0,2386323.713379807,-4613676.286620193,-1.0761561625873117,1.0
Manu Koné,2023-2024,Bundesliga,Gladbach,MID,23.0,1561,20000000.0,6786070.46209764,-13213929.537902359,-1.0808602237949838,1.0
Javairô Dilrosun,2020-2021,Bundesliga,Hertha BSC,ATT,23.0,529,9000000.0,3027973.009360856,-5972026.990639145,-1.089331155486061,1.0
Edmond Tapsoba,2020-2021,Bundesliga,Leverkusen,DEF,22.3,2652,40000000.0,13439529.582618427,-26560470.417381573,-1.090679120924765,1.0
Nicola Zalewski,2021-2022,Serie A,Roma,MID,20.4,793,12000000.0,4029453.8226977848,-7970546.177302215,-1.0912758108806955,1.0
David Datro Fofana,2023-2024,Bundesliga,Union Berlin,ATT,21.4,682,12000000.0,4024908.4836848024,-7975091.516315198,-1.0924044761486833,1.0
Yarek Gasiorowski,2023-2024,LaLiga,Valencia,DEF,19.4,735,15000000.0,5028012.373071403,-9971987.626928598,-1.0930254495436245,1.0
Ryan Gravenberch,2023-2024,Premier League,Liverpool,MID,22.0,1121,35000000.0,11726272.166098084,-23273727.833901916,-1.093516252735931,1.0
Ronald Araújo,2020-2021,LaLiga,Barcelona,DEF,22.3,1510,25000000.0,8356563.974802543,-16643436.025197458,-1.0958284900571869,1.0
Pablo Barrios,2023-2024,LaLiga,Atlético Madrid,MID,21.0,1555,25000000.0,8330573.521712008,-16669426.478287991,-1.0989435209140144,1.0
Vanderson,2021-2022,Ligue 1,Monaco,DEF,20.9,1120,18000000.0,5966096.996292341,-12033903.003707658,-1.1042788137573698,1.0
Jacob Ramsey,2023-2024,Premier League,Aston Villa,MID,23.0,853,35000000.0,11591309.20095827,-23408690.79904173,-1.1050924509867208,1.0
Carlos Alcaraz,2023-2024,Serie A,Juventus,MID,21.5,380,15000000.0,4932908.865005018,-10067091.134994982,-1.1121213535793402,1.0
Romário Baró,2021-2022,Liga Portugal,Estoril,MID,22.3,385,3000000.0,984635.825686396,-2015364.174313604,-1.1140957149568251,1.0
Sven Botman,2021-2022,Ligue 1,Lille,DEF,22.4,2250,30000000.0,9828867.825310972,-20171132.17468903,-1.1158736295878597,1.0
Martin Ødegaard,2020-2021,Premier League,Arsenal,MID,22.5,866,40000000.0,13079115.82360503,-26920884.17639497,-1.1178627079534174,1.0
Felix Mambimbi,2022-2023,Eredivisie,Cambuur,ATT,22.4,301,2500000.0,816976.8214001996,-1683023.1785998004,-1.1184352867779292,1.0
Gonçalo Ramos,2022-2023,Liga Portugal,Benfica,ATT,22.0,2282,50000000.0,16297753.575602407,-33702246.424397595,-1.1209957245608315,1.0
Owen Wijndal,2020-2021,Eredivisie,AZ Alkmaar,DEF,21.5,3060,17500000.0,5704067.532003344,-11795932.467996657,-1.1210213584760318,1.0
Rodrygo,2022-2023,LaLiga,Real Madrid,ATT,22.4,2379,100000000.0,32501457.87690323,-67498542.12309676,-1.1238852399076116,1.0
Pedri,2020-2021,LaLiga,Barcelona,MID,18.5,2415,70000000.0,22558570.77439977,-47441429.22560023,-1.132380169624927,1.0
Ricardo Pepi,2021-2022,Bundesliga,Augsburg,ATT,19.4,477,9000000.0,2880657.315136495,-6119342.684863505,-1.1392060748074826,1.0
Adrian Fein,2020-2021,Eredivisie,PSV,MID,22.2,412,4000000.0,1278440.7459833997,-2721559.2540166005,-1.1406531929576076,1.0
Daniel Bragança,2020-2021,Liga Portugal,Sporting CP,MID,22.0,689,5000000.0,1582072.1581936304,-3417927.84180637,-1.1507024321227473,1.0
Eric García,2020-2021,Premier League,Manchester City,DEF,20.4,383,20000000.0,6326296.607982785,-13673703.392017215,-1.151017262639952,1.0
Ozan Kabak,2020-2021,Premier League,Liverpool,DEF,21.2,801,25000000.0,7902901.65929253,-17097098.34070747,-1.151645834188237,1.0
Jeremie Frimpong,2020-2021,Bundesliga,Leverkusen,DEF,20.5,436,10000000.0,3152853.693376599,-6847146.306623401,-1.154277115862138,1.0
Jeremy Doku,2021-2022,Ligue 1,Rennes,ATT,20.0,469,20000000.0,6304436.317924041,-13695563.682075959,-1.1544787105248506,1.0
Reiss Nelson,2021-2022,Eredivisie,Feyenoord,ATT,22.5,910,6500000.0,2039463.3091919054,-4460536.690808095,-1.1591154873875205,1.0
Alessandro Bastoni,2020-2021,Serie A,Inter,DEF,22.1,2922,60000000.0,18788864.086503837,-41211135.91349617,-1.1610802037106325,1.0
Faitout Maouassa,2020-2021,Ligue 1,Rennes,DEF,22.9,1170,12000000.0,3731387.7620086707,-8268612.237991329,-1.1681264311694424,1.0
Maghnes Akliouche,2022-2023,Ligue 1,Monaco,ATT,21.3,402,6000000.0,1864592.4742220547,-4135407.5257779453,-1.1687169524910797,1.0
Vinicius Júnior,2020-2021,LaLiga,Real Madrid,ATT,20.9,1969,40000000.0,12358269.778381793,-27641730.221618205,-1.1745539974511026,1.0
Kai Havertz,2020-2021,Premier League,Chelsea,ATT,22.0,1520,70000000.0,21555231.42893913,-48444768.571060866,-1.177876697237096,1.0
Loïc Bade,2021-2022,Ligue 1,Rennes,DEF,22.1,985,12000000.0,3694897.8836540836,-8305102.116345916,-1.177953732128568,1.0
Silvano Vos,2023-2024,Eredivisie,Ajax,MID,19.2,351,2500000.0,767385.0174993079,-1732614.9825006921,-1.1810573569513778,1.0
Pedro Neto,2021-2022,Premier League,Wolves,ATT,22.3,466,32000000.0,9818876.313804733,-22181123.68619527,-1.1814292153102315,1.0
Paulo Bernardo,2021-2022,Liga Portugal,Benfica,MID,20.3,779,5000000.0,1531329.0513272292,-3468670.9486727705,-1.1833018930991859,1.0
Patrick Wimmer,2023-2024,Bundesliga,Wolfsburg,ATT,23.0,589,15000000.0,4592315.461604334,-10407684.538395666,-1.1836658463599825,1.0
Quinten Timber,2022-2023,Eredivisie,Feyenoord,MID,22.0,1638,8000000.0,2434985.0816659452,-5565014.918334055,-1.1895009117899455,1.0
Castello Lukeba,2023-2024,Bundesliga,RB Leipzig,DEF,21.4,2191,40000000.0,12173838.327946834,-27826161.672053166,-1.1895902042398951,1.0
Harvey Elliott,2021-2022,Premier League,Liverpool,MID,19.2,346,22000000.0,6672310.183672795,-15327689.816327205,-1.1930762990238808,1.0
Marcus Edwards,2020-2021,Liga Portugal,Vitória Guimarães,ATT,22.5,1771,10000000.0,3032360.5501501723,-6967639.449849827,-1.1932437173265633,1.0
Jude Bellingham,2022-2023,Bundesliga,Dortmund,MID,20.0,2691,120000000.0,35795416.363149725,-84204583.63685027,-1.2096718921214027,1.0
Mees Hilgers,2023-2024,Eredivisie,Twente,DEF,23.0,2190,7000000.0,2085509.5622516805,-4914490.4377483195,-1.2108969292986718,1.0
Jamal Musiala,2023-2024,Bundesliga,Bayern Munich,MID,21.3,1755,120000000.0,35576405.89743696,-84423594.10256304,-1.2158090803336705,1.0
Houssem Aouar,2020-2021,Ligue 1,Lyon,MID,22.9,1781,42000000.0,12421775.17682312,-29578224.82317688,-1.2182186231006469,1.0
Maxence Caqueret,2021-2022,Ligue 1,Lyon,MID,22.3,2335,25000000.0,7386792.754153823,-17613207.24584618,-1.219182182197251,1.0
